PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2023;11;18;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;4;V;3;V;2;V;3;V;3;V;3;V;2;V;3;V;3;V;4;V;4;V;3;V;3;V
28;079;4;1;28079004_1_38;2023;11;19;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;4;V;4;V;3;V;3;V;3;V;3;V;2;V;3;V;4;V;5;V;5;V;4;V;4;V
28;079;4;1;28079004_1_38;2023;11;20;3;V;3;V;3;V;2;V;2;V;2;V;2;V;4;V;5;V;6;V;5;V;7;V;6;V;4;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;079;4;1;28079004_1_38;2023;11;21;2;V;2;V;2;V;2;V;2;V;1;V;2;V;4;V;6;V;6;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;2;V
28;079;4;1;28079004_1_38;2023;11;22;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V
28;079;4;1;28079004_1_38;2023;11;23;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;5;V;5;V;3;V;3;V;2;V;3;V;2;V;2;V;2;V;3;V;5;V;6;V;7;V;6;V;4;V;3;V
28;079;4;1;28079004_1_38;2023;11;24;3;V;3;V;2;V;2;V;1;V;1;V;2;V;3;V;4;V;5;V;7;V;7;V;7;V;4;V;4;V;3;V;3;V;4;V;4;V;4;V;6;V;8;V;6;V;4;V
28;079;4;1;28079004_1_38;2023;11;25;4;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;4;V;6;V;6;V;4;V;4;V;3;V;3;V;3;V;4;V;5;V;8;V;7;V;5;V;4;V
28;079;4;1;28079004_1_38;2023;11;26;3;V;4;V;3;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;5;V;5;V;5;V;4;V;4;V;3;V;4;V;4;V;5;V;4;V;4;V;4;V;4;V
28;079;4;1;28079004_1_38;2023;11;27;5;V;4;V;3;V;3;V;2;V;2;V;3;V;4;V;4;V;5;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;1;V
28;079;4;1;28079004_1_38;2023;11;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V
28;079;4;1;28079004_1_38;2023;11;29;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;14;N;2;N;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;079;4;1;28079004_1_38;2023;11;30;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;079;4;6;28079004_6_48;2023;11;01;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;0.6;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;02;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;03;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;04;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;05;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;06;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V
28;079;4;6;28079004_6_48;2023;11;07;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;08;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.5;V;0.8;V;0.8;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;09;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;10;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;11;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;12;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;13;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.4;V;0.7;V;0.8;V
28;079;4;6;28079004_6_48;2023;11;14;0.7;V;0.7;V;0.6;V;0.5;V;0.5;V;0.4;V;0.5;V;0.6;V;0.8;V;0.8;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.4;V;0.5;V;0.6;V;1.2;V;1.1;V;0.7;V;0.7;V
28;079;4;6;28079004_6_48;2023;11;15;0.6;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;N;3.6;N;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.6;V;0.6;V;0.7;V;0.9;V;0.8;V;0.6;V;0.6;V
28;079;4;6;28079004_6_48;2023;11;16;0.6;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V;0.6;V;0.7;V;0.6;V;0.5;V;0.5;V
28;079;4;6;28079004_6_48;2023;11;17;0.6;V;0.5;V;0.4;V;1.4;N;0.4;V;0.4;V;0.3;V;0.4;V;0.5;V;0.5;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V;0.6;V;0.6;V;0.6;V;0.8;V;0.9;V;0.8;V;0.6;V
28;079;4;6;28079004_6_48;2023;11;18;0.5;V;0.6;V;0.7;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.7;V;0.6;V;0.6;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.6;V;1.2;V;1;V;0.7;V;0.6;V;0.6;V
28;079;4;6;28079004_6_48;2023;11;19;0.7;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.9;V;0.7;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.6;V;0.5;V;0.5;V;1;V;1.1;V;1;V;1;V;0.7;V;0.6;V
28;079;4;6;28079004_6_48;2023;11;20;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;1;V;1.1;V;0.8;V;0.9;V;0.7;V;0.6;V;0.5;V;0.4;V;0.4;V;0.5;V;0.6;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V
28;079;4;6;28079004_6_48;2023;11;21;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V;0.5;V;1.2;V;1.1;V;0.7;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;22;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.4;V;0.5;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;23;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.5;V;1;V;1;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.6;V;1.1;V;1.1;V;1.1;V;0.8;V;0.7;V
28;079;4;6;28079004_6_48;2023;11;24;0.7;V;0.7;V;0.7;V;0.6;V;0.5;V;0.5;V;0.6;V;0.6;V;1.1;V;1.3;V;1;V;0.9;V;0.8;V;0.6;V;0.6;V;0.5;V;0.4;V;0.4;V;0.7;V;0.8;V;1.1;V;1.2;V;1.1;V;0.8;V
28;079;4;6;28079004_6_48;2023;11;25;0.8;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;1.1;V;0.9;V;0.7;V;0.9;V;0.9;V;0.7;V;0.7;V;0.5;V;0.5;V;0.5;V;0.5;V;0.7;V;1.1;V;1.1;V;0.8;V;0.7;V
28;079;4;6;28079004_6_48;2023;11;26;0.7;V;0.8;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.8;V;0.6;V;0.5;V;0.6;V;0.5;V;0.5;V;0.4;V;0.5;V;0.5;V;0.5;V;0.6;V;0.8;V;0.6;V;0.6;V;0.6;V;0.7;V
28;079;4;6;28079004_6_48;2023;11;27;0.8;V;0.7;V;0.7;V;0.6;V;0.5;V;0.5;V;0.5;V;0.7;V;1.2;V;1;V;0.7;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;11;28;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;29;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;N;1.8;N;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;11;30;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;7;28079004_7_8;2023;11;01;69;V;60;V;71;V;64;V;83;V;39;V;8;V;3;V;3;V;4;V;4;V;3;V;3;V;4;V;4;V;4;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V
28;079;4;7;28079004_7_8;2023;11;02;2;V;2;V;1;V;2;V;1;V;1;V;2;V;2;V;3;V;3;V;4;V;6;V;4;V;3;V;3;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V
28;079;4;7;28079004_7_8;2023;11;03;2;V;2;V;1;V;3;V;2;V;2;V;2;V;3;V;4;V;4;V;4;V;6;V;5;V;4;V;5;V;5;V;4;V;5;V;5;V;5;V;6;V;8;V;5;V;6;V
28;079;4;7;28079004_7_8;2023;11;04;4;V;3;V;3;V;3;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;4;V;3;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;05;3;V;5;V;2;V;1;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;4;V;5;V;6;V;6;V;6;V;4;V;5;V;5;V;7;V;6;V;3;V;3;V;2;V
28;079;4;7;28079004_7_8;2023;11;06;2;V;2;V;3;V;1;V;2;V;6;V;3;V;4;V;14;V;18;V;16;V;7;V;9;V;10;V;8;V;6;V;5;V;6;V;3;V;5;V;3;V;2;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;07;3;V;2;V;2;V;2;V;2;V;2;V;2;V;9;V;21;V;21;V;17;V;13;V;8;V;7;V;6;V;5;V;5;V;3;V;3;V;5;V;4;V;3;V;2;V;2;V
28;079;4;7;28079004_7_8;2023;11;08;2;V;3;V;3;V;15;V;27;V;10;V;11;V;36;V;66;V;72;V;31;V;23;V;20;V;9;V;7;V;6;V;5;V;5;V;5;V;7;V;8;V;6;V;4;V;6;V
28;079;4;7;28079004_7_8;2023;11;09;3;V;5;V;3;V;1;V;1;V;2;V;2;V;2;V;3;V;5;V;6;V;5;V;5;V;5;V;4;V;3;V;3;V;4;V;8;V;9;V;7;V;2;V;2;V;2;V
28;079;4;7;28079004_7_8;2023;11;10;2;V;2;V;2;V;1;V;1;V;2;V;2;V;4;V;8;V;9;V;7;V;5;V;6;V;5;V;5;V;4;V;3;V;4;V;5;V;4;V;5;V;9;V;5;V;6;V
28;079;4;7;28079004_7_8;2023;11;11;3;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;3;V;4;V;4;V;6;V;5;V;5;V;4;V;4;V;5;V;5;V;4;V;7;V;7;V;4;V;3;V
28;079;4;7;28079004_7_8;2023;11;12;7;V;4;V;2;V;1;V;1;V;2;V;2;V;2;V;3;V;3;V;4;V;6;V;5;V;4;V;7;V;3;V;3;V;3;V;5;V;3;V;4;V;3;V;3;V;5;V
28;079;4;7;28079004_7_8;2023;11;13;3;V;3;V;3;V;2;V;1;V;2;V;2;V;3;V;5;V;9;V;7;V;6;V;7;V;6;V;6;V;4;V;4;V;3;V;5;V;8;V;12;V;7;V;61;V;87;V
28;079;4;7;28079004_7_8;2023;11;14;82;V;80;V;63;V;50;V;29;V;20;V;25;V;51;V;72;V;92;V;77;V;54;V;29;V;21;V;15;V;10;V;4;V;7;V;10;V;33;V;102;V;112;V;67;V;72;V
28;079;4;7;28079004_7_8;2023;11;15;60;V;57;V;57;V;34;V;24;V;25;V;34;V;18;V;9;V;11;V;293;N;15;N;20;V;21;V;17;V;14;V;17;V;37;V;55;V;79;V;115;V;76;V;58;V;57;V
28;079;4;7;28079004_7_8;2023;11;16;53;V;33;V;26;N;64;V;44;V;8;V;14;V;20;V;29;V;63;V;72;V;71;V;67;V;66;V;52;V;41;V;53;V;58;V;66;V;53;V;64;V;62;V;43;V;51;V
28;079;4;7;28079004_7_8;2023;11;17;174;V;52;V;48;V;43;V;97;V;16;V;4;V;15;V;46;V;61;V;50;V;55;V;45;V;37;V;34;V;34;V;28;V;26;V;36;V;33;V;95;V;103;V;88;V;63;V
28;079;4;7;28079004_7_8;2023;11;18;42;V;53;V;66;V;51;V;31;V;26;V;30;V;33;V;48;V;51;V;59;V;49;V;28;V;16;V;11;V;10;V;7;V;4;V;18;V;52;V;94;V;66;V;39;V;45;V
28;079;4;7;28079004_7_8;2023;11;19;64;V;57;V;44;V;35;V;29;V;23;V;29;V;32;V;49;V;51;V;47;V;39;V;19;V;12;V;12;V;16;V;10;V;4;V;44;V;56;V;87;V;106;V;69;V;59;V
28;079;4;7;28079004_7_8;2023;11;20;54;V;49;V;42;V;26;V;17;V;22;V;42;V;81;V;125;V;150;V;103;V;116;V;88;V;51;V;34;V;9;V;6;V;6;V;16;V;10;V;5;V;4;V;8;V;27;V
28;079;4;7;28079004_7_8;2023;11;21;9;V;6;V;3;V;8;V;8;V;8;V;21;V;73;V;132;V;122;V;57;V;16;V;10;V;5;V;6;V;5;V;4;V;4;V;4;V;5;V;4;V;3;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;22;2;V;2;V;2;V;3;V;2;V;2;V;16;V;37;V;7;V;12;V;10;V;7;V;7;V;6;V;6;V;4;V;4;V;3;V;3;V;3;V;5;V;4;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;23;3;V;2;V;2;V;2;V;2;V;2;V;16;V;63;V;123;V;123;V;54;V;25;V;11;V;18;V;8;V;7;V;6;V;7;V;31;V;95;V;144;V;124;V;81;V;47;V
28;079;4;7;28079004_7_8;2023;11;24;58;V;62;V;55;V;33;V;12;V;12;V;38;V;68;V;109;V;139;V;145;V;111;V;74;V;31;V;30;V;16;V;7;V;4;V;19;V;53;V;130;V;184;V;129;V;77;V
28;079;4;7;28079004_7_8;2023;11;25;83;V;69;V;40;V;44;V;36;V;42;V;39;V;52;V;65;V;72;V;77;V;90;V;80;V;52;V;53;V;23;V;12;V;6;V;16;V;55;V;164;V;152;V;88;V;78;V
28;079;4;7;28079004_7_8;2023;11;26;50;V;86;V;61;V;37;V;26;V;18;V;28;V;27;V;40;V;39;V;37;V;40;V;33;V;26;V;20;V;17;V;13;V;7;V;12;V;32;V;15;V;18;V;38;V;62;V
28;079;4;7;28079004_7_8;2023;11;27;86;V;65;V;60;V;40;V;33;V;29;V;47;V;92;V;102;V;122;V;63;V;50;V;11;V;17;V;16;V;9;V;9;V;6;V;6;V;6;V;10;V;4;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;28;4;V;3;V;2;V;2;V;2;V;3;V;4;V;8;V;14;V;10;V;8;V;9;V;9;V;9;V;12;V;9;V;8;V;5;V;5;V;6;V;5;V;6;V;4;V;4;V
28;079;4;7;28079004_7_8;2023;11;29;4;V;3;V;4;V;3;V;2;V;2;V;3;V;5;V;6;V;9;N;382;N;7;V;9;V;12;V;9;V;6;V;6;V;7;V;13;V;10;V;7;V;4;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;11;30;4;V;2;V;4;V;4;V;2;V;3;V;2;V;5;V;5;V;13;V;8;V;6;V;5;V;7;V;7;V;6;V;4;V;4;V;6;V;4;V;4;V;6;V;2;V;2;V
28;079;4;8;28079004_8_8;2023;11;01;41;V;42;V;41;V;48;V;64;V;52;V;32;V;22;V;18;V;23;V;15;V;9;V;12;V;12;V;11;V;11;V;11;V;14;V;12;V;13;V;9;V;8;V;5;V;4;V
28;079;4;8;28079004_8_8;2023;11;02;3;V;2;V;1;V;2;V;2;V;2;V;4;V;8;V;11;V;13;V;21;V;19;V;9;V;5;V;7;V;16;V;10;V;10;V;12;V;15;V;11;V;10;V;6;V;5;V
28;079;4;8;28079004_8_8;2023;11;03;9;V;5;V;4;V;4;V;3;V;3;V;4;V;12;V;12;V;13;V;13;V;14;V;11;V;9;V;9;V;13;V;13;V;22;V;30;V;26;V;22;V;19;V;12;V;12;V
28;079;4;8;28079004_8_8;2023;11;04;10;V;6;V;7;V;4;V;4;V;4;V;5;V;6;V;7;V;10;V;11;V;10;V;10;V;10;V;11;V;10;V;11;V;7;V;10;V;11;V;11;V;8;V;7;V;6;V
28;079;4;8;28079004_8_8;2023;11;05;6;V;8;V;4;V;2;V;2;V;2;V;6;V;6;V;9;V;6;V;6;V;7;V;7;V;8;V;11;V;9;V;8;V;13;V;17;V;29;V;27;V;19;V;15;V;10;V
28;079;4;8;28079004_8_8;2023;11;06;9;V;8;V;8;V;5;V;5;V;10;V;17;V;35;V;46;V;50;V;27;V;16;V;26;V;26;V;29;V;21;V;21;V;42;V;40;V;52;V;46;V;28;V;44;V;43;V
28;079;4;8;28079004_8_8;2023;11;07;36;V;20;V;9;V;10;V;6;V;6;V;16;V;61;V;66;V;49;V;41;V;32;V;21;V;20;V;20;V;16;V;22;V;19;V;35;V;45;V;36;V;34;V;28;V;29;V
28;079;4;8;28079004_8_8;2023;11;08;22;V;29;V;19;V;29;V;31;V;18;V;25;V;40;V;49;V;61;V;54;V;42;V;35;V;22;V;17;V;19;V;24;V;31;V;49;V;60;V;51;V;31;V;23;V;18;V
28;079;4;8;28079004_8_8;2023;11;09;11;V;13;V;8;V;4;V;3;V;4;V;5;V;10;V;11;V;14;V;15;V;12;V;12;V;11;V;8;V;7;V;9;V;20;V;42;V;39;V;24;V;16;V;15;V;15;V
28;079;4;8;28079004_8_8;2023;11;10;13;V;17;V;25;V;7;V;6;V;5;V;18;V;43;V;46;V;35;V;23;V;19;V;15;V;12;V;14;V;12;V;14;V;21;V;27;V;22;V;16;V;18;V;17;V;13;V
28;079;4;8;28079004_8_8;2023;11;11;8;V;5;V;3;V;3;V;1;V;1;V;3;V;5;V;8;V;6;V;7;V;6;V;11;V;7;V;6;V;5;V;8;V;9;V;12;V;15;V;15;V;13;V;11;V;11;V
28;079;4;8;28079004_8_8;2023;11;12;15;V;10;V;5;V;3;V;3;V;2;V;3;V;4;V;12;V;9;V;8;V;10;V;6;V;8;V;11;V;9;V;9;V;18;V;26;V;40;V;38;V;21;V;23;V;23;V
